id,text
1306,"家门口这家火锅店这么多年一直生意很好，天天排队，不过味道还是可以的，而且价格很实惠"
1307,"朋友请客吃了一次，味道还是超正，有点小贵！就是楼下休息等候的区域有点小、门外夕晒有点热！"
1308,"虽然是中午，大堂在饭点已经座无虚行，而且它家还在二楼上，也许会员日六八折的原因吧，不过可以想象平时生意应该不错。六元钱的自助料台，有三两样开胃菜和水果，第一次来选的三爷红锅，菜品非常新鲜，份量足足的。火锅味道不错，但也不是很惊艳特别。"
1309,"来了几次了，他们家菜品质量可以，分量也比较多，抢了限时抢购的四人套餐，"
1310,"为了使用领导的五折券，不远万里征战大双流！这家皇三爷貌似挺出名，到的时候已经坐满，不是因为事先订位，肯定就的门口等了～～这是一家可供抗疫英雄免费吃一年的良心餐饮"
1311,"朋友力推的皇三爷，我之前一直觉得火锅味道真的都差不多，过来吃了果然惊艳！！订的桌子，大概6点已经没有两桌空位了，菜品真的是个个新鲜！！鹅肠鸭肠都处理得很好，爽脆化渣，锅底吃到最后也不觉得咸，刚刚好。同行朋友都赞不绝口！！吃完出来外面已经坐了很多等位的食客，还有个惊喜是每逢8号18号28号都会打68折，物超所值！！"
1312,"在四川台看到这家店的宣传，仗着特权，就带着长辈过来品尝。双流总店和南边那家不一样，没有有机盆栽蔬菜🎍疫情期间，我见过能高朋满座的，除了鸿社，这应该是第二家了。锅底味道香浓，牛油味🧈厚重，菜品分量也足，五个人点了24个菜，最后剩了一点点（战斗力较强）！凉茶是品牌自制，全场价格都很实惠，大家满意而归。半颗星扣在最后有位服务员一直对另一位说onetwo，two……边走边重复，又没戴口罩，好像在吐口水的感觉"
1313,"每道菜不仅造型在线，关键还特别的新鲜！老板一再强调：皇三爷坚持绿色无公害，好吃不上火！果然品质才是铸就老字号的关键~一米飘雪长达一米的特制木盘，装着一米长的肥牛！光服务员拿在手里就已经赚足回头率！大片大片的肥牛，红润透亮，纹理很出众手切雪花肥牛厨师的刀工很是了得，雪花牛肉厚薄相差无几雪花肥牛的花纹更是惹眼，一看就是新鲜货瘦肉都集中在中部，入口肥中包瘦，很满足！九尺鹅肠干净透着光泽的鹅肠足足有九尺长！摆在冰上，旁边装饰上鲜花，简直是一件艺术品！！"
1314,"年前领了一张5折券，眼看下个月就要到期了，赶紧约上家人一起来吃。以前家人一起来吃过很多次，每次生意都很好。味道还是阔以，反正中规中矩，没得啥子亮点，也没得槽点。不过菜品和服务还是很好。生意是真的很好，堂子很大，中午都坐满，还要排队。「玉米虾滑」这个还阔以，里面有玉米。「鱼鳞千层肚」千层肚不错，很脆。「冰镇鹅肠」分量很足。三个人吃了，打折下来才148💰"
1315,"很不错的一家店，也是看了推荐，比较了很多家，选的这家店，离我还有点远，去了因为没预约所以排队就花了一个小时，不过吃了不后悔，因为我们等餐超过一个小时还送我了一盘肥牛，服务态度也很好，因为带着宝宝，点了黑米粥，太甜了，没办法给宝宝吃，三碗9元，这个就不人性化了，最后三个大人一个6岁左右的宝宝加一个婴儿一共吃了两百五十元左右，不贵，以后还会去"
1316,"当时去的时候人比较多，等位等了将近半个小时。菜品种类很多，都很新鲜，每一份的量都很足，还送了一份红糖糍粑，糍粑外酥里糯好吃。红油锅底的味道很赞，涮毛肚、肥牛、鸭肠都很好吃。价格也比较平价，四个人吃了两百多，还打包了很多没吃完的菜。"
1317,"今天有时间到这家店来品尝，生意非常的好。装修不错特别的精致。让人感觉非常的舒服。菜品非常的新鲜。份量特别的足，锅底味道不错非常巴适。麻辣鲜香，服务人员态度也非常的好。特别有礼貌而且都带健康证上班。值得推荐。"
1318,"本来打算去吃我抽到的霸王餐，结果在网上收到这家评价还是不错，再加上抢到的5折券，挺优惠的就来了。五个人，原价吃了382.也还是正常价格。用了五折券确实就便宜了。而且味道还是不错的，就是分量确实太少，我爸喜欢吃毛肚，平时一份七八个人的火锅也够，结果这次几乎一人一片就没了，先点了一份清油毛肚，又点了一份鲜毛肚。才勉强合适，分量确实太少"
1319,"双流老牌的火锅店，生意一直很好，菜品新鲜，味道一直没变，是我们家常去的一家，比起市中心和宇宙城南的明星火锅店比，性价比要高很多，没有在会员日来过，听说每月8号18号还有菜品优惠。还有这次出征武汉的医生到这里一年火锅免费吃哦。"
1320,"这家在我大双流的店原来是全国总店…火锅料足味道棒，菜品性价比整体比较高。「冰镇鹅肠」要力荐一下，作为平时吃火锅都不咋吃鹅肠的人，第一次吃到这么脆的鹅肠，锅里烫几秒钟入口香脆有嚼劲，不像很多店偏绵软。「清油毛肚」第一次见到把毛肚泡在油里卖的，不过吃起来味道差别不大……中午小吃师傅下班有点早，我们1点来，酥肉糍粑鲜榨果汁全都没有了，下次得早点来…"
1321,"疫情过后第一次出门吃火锅选择了皇三爷，两点过去的，本来以为人会少点，没想到几乎满座。生意真是好啊。我们去坐了个靠窗的位置，因为带小宝宝店家也提供了餐椅。点了个番茄鸳鸯锅，番茄味真的挺浓的。菜品最爱就是清油毛肚和麻辣牛肉，麻辣牛肉太对我的味了，腌的很入味，特别香。鸭肠吃起也是脆脆的。最后三个人吃了280，因为有vip五折特权，打五折，太划算了，开开心心"
1322,"以前在双流吃火锅只吃这家，不过这次去感觉没以前好了。菜品倒是一如既往的新鲜，锅底味道有点重了，价格貌似也涨了不少。吐槽一下服务员，一直过来想给你锅里到菜，说了不需要还是这样，好像催到你赶快吃完了走，好接待下一桌一样"
1323,"超过五点半就要排队的一家火锅，很幸运有五折的特权，特意带上一家人去吃，还好提前预约了包间，不然真的会没有位置！总体来说还不错，但是服务感觉不是很满意，首先打电话预约的时候态度很不好，问她五折优惠需要提前预约不，感觉不想理，态度很有问题！最后走的时候系统又出问题了，等半天结账，不过经理的态度很好，耐心的解释！菜品的味道我觉得就是火锅那个味道，不过价钱还比较便宜！"
1324,"之前经常从黄三爷路过，经常看到有人在楼下排队，远处就能闻到非常诱人的火锅香味，今天终于来了！味道很香，点的微辣，还是有一些辣味，挺过瘾的。菜品新鲜，着重推荐一下玉米虾滑和耗儿鱼。这家的耗儿鱼非常大只，新鲜可口！虾滑是我吃火锅必点的一道菜，这个玉米虾滑口感更加滑嫩，配合上玉米的清香，一个字:绝！"
1325,"购卷消费好划算，不是很辣，所以要吃辣的小伙伴的自己调辣一点。喜欢吃肥牛，可以多点点推荐。"
1326,"去过一次，好像往双流城区那边走，是同事结婚的时候请我们吃的，味道还算可以，菜品还是比较新鲜，因为我们下班晚，所以提前预定了座位和菜品，服务员态度还算可以，但是我们去的晚，又是好几桌，好像都是留的管理人员和年轻人，所以还比较灵活"
1327,"大内密探。推荐大内密探。昨晚才去吃了饭，疫情过后，第一盘吃了火锅，正直我妈妈过生日。还送了一碗长寿面，还＋一个蛋。太赞了。再说说服务，上次去吃了某当家火锅，因为我们下班22.00。吃个饭毛起催，还喊我们提前把账下了。所以吃火锅我还是选择黄三爷。服务员热情。我得点赞！悄悄告诉大家，其实黄三爷的锅底我觉得很干净卫生，每次都是上桌现给你烧开，然后再开始自己下菜。味道非常的霸道！到后面就有点辣。但是很爽！其次，每次吃完我都会打包锅底回家。然后放在冰箱里面，可以分成2块。自己在家还是可以煮2盘火锅。很巴适，很安逸！和在店上吃的味道差不多。还有一点就是，节约两顿锅底。外面火锅锅底还是非贵的。这是一个小分享。但是我就是喜欢黄三爷！哼！"
1328,"现在的火锅真的是千千万万。每次看到生意都爆好，而且是总店！服务态度很好。菜品看起好看巴适，味道也新鲜。重点是份量很足啊，这一点就非常棒。最喜欢吃的就是鸭肠和毛肚了，果然没让我失望！皇三爷的火锅。性价比高，味道也好真的是非常nice了！环境装修这些也很好看。强力推荐！！！"
1329,"口味，黄三爷还是比较出名的，味道还是不错的，红亮亮的油化开，锅底很棒。菜品，菜品比较多，很新鲜，份量也挺足的，油碟还配了一份大头菜，个人觉得加多了有点咸口。服务，服务不错，上菜挺快的。环境，堂子比较宽敞。适合朋友聚会。"
1330,"年底了吃饭的机会那是相当的多啊，各种类型的都吃过了，火锅也是吃了好几家了的。这家火锅是朋友的。「麻辣牛肉」「冰镇鲜毛肚」「清油毛肚」「功夫土豆片」「红糖糍粑」「爽口牛肉」「嫩牛肉」点了一大桌子都吃完了还是相当可以的哦。"
1331,"怎么说呢，一般。火锅不好吃的不多这个就算一个吧。在双流排第一名不副实啊。我们点了两锅，一锅咸的不行，另一锅又太淡了，真不知道厨师是不是睡着了，让保安配的料。饮料没有冰的，只有常温的，好的方面，酥肉还可以，糍粑还不错。"
1332,"第一次来成都，因为查了机场附近，就这家火锅近一点评分还可以，特意大老远打车过来吃个火锅，但是体验特别差，相当失望"
1333,"这个季节吃火锅再合适不过啦，辣劲十足，够霸道，味道还行，我个人比较喜欢吃鸳鸯锅，但朋友都说吃红锅，哈哈哈只有少数服从多数了，但味道也不耐，很好吃，价格的话也不是很贵，这边环境也挺干净舒适的，服务态度好，"
1334,"这是第一次来皇三爷的总店吃火锅，去的时候恰好皇三爷周年庆，然后外面好多人，还有抽奖什么的，很多新的菜品，然后吃的时候确实很多菜的呈现方式都不一样了，但是味道还是一如既往的好，有幸蹭了甜点吃，哈哈哈，挺好的，附近的可以了来打卡哦！"
1335,"是今年吃过的可以纳入收藏的火锅店。[环境]用餐在二楼，装修古朴，空间还是挺大。锅底可以分辣度，微辣外地的朋友也能接受。在菜品创新方面也是下了功夫，能看到其他火锅店不常有的“菜品风景”"
1336,"N年老店，多次打卡，老板儿正中乐山人，去跟老板聊个天就知道了。因为公司就在附近，同事们经常约这家，自己来吃过N次，也带过N批朋友来这家超，暂时还没遇到朋友说带偏的，统统都是好评。奉上必点菜如下：1，汤锅就不说了，牛杂各种小菜，蘸辣椒面，巴适得板。2，粉蒸牛肉，我真的没有吃过比这家更好吃的粉蒸牛肉了。一般我都要点两份。3，炒脆肠，下饭，女生随便都能干掉两碗干饭。4，豆腐烧牛脊髓，现在想着都留口水。5，炒牛肝，鲜香嫩滑。以上是我每次的必点菜，其他菜品也非常不错。老板风趣幽默，是我看着他长胖的，我也是他们喂胖的。哈哈哈哈，话不多说，吃起来！"
1337,"又是开开森森蹭朋友霸王餐的一天~ 老板超级实在~下班过来得比较晚一点，血旺和粉蒸牛肉没了，给我们痛快地换了个火爆脆肠，一个豆腐脊髓，痛快！耿直！ 王屠夫跷脚牛肉正儿八经的说，这家是真的正宗！ 晚上快8点了，生意还很火爆只有一张桌子可以誊出来可见附近的居民也是非常肯定这里的味道han性价比！ 环境不多说哈，就是一般化的餐馆但是味道真的非常可 「火爆牛肝」和「火爆脆肠」急火快炒，成菜口感非常脆嫩，入口香辣，里面还有几个酸萝卜，下饭非常非常棒！人多必点！「跷脚牛肉中锅」汤锅端上来超大一份，味道比起之前吃过的汤底和汤味要略淡一点~ 但是喝汤就刚刚合适，辣椒面的咸辣适中，太可了！"
1338,"原本就是这家店的常客，又幸运的中了霸王餐，兴高采烈的带着小伙伴去体验，也让更多的人知道这家店。地点很好找，就在河边，停车也很方便，有专门的停车位。工作日的中午去吃，仍然每一桌都是有人的，而且络绎不绝，一看也都是在周围工作的人，可见这家店的口碑是很好的！我们三个女生吃了，一个小份的跷脚牛肉，它的招牌菜手工血旺，爆炒牛肝和粉蒸牛肉，都非常好吃，分量也是充足的。尤其是爆炒牛肝，简直太下饭了。老板还很热情，告诉我们不用再另外加菜了，以免浪费，让我们不够还可以再来！这家店自己过来消费也比较便宜，人均四五十左右，吃肉喝汤，在秋冬季节，简直幸福的不要不要的。给大家推荐这家店！"
1339,"要不是因为霸王餐，我真的是不晓得这里还有个跷脚牛肉。我比较喜欢吃跷脚牛肉，以前在领事馆路附近上班时，中午没吃的就去点一碗，所以一直都还挺喜欢的。这个店真的五星安利⭐⭐⭐⭐⭐汤很鲜，肉很大块，也很有嚼劲，干碟必须是灵魂❗很香❗我们去的时候，霸王餐配的粉蒸牛肉这个特色菜和另一个菜已经没有了，老板很热情的让我们在烧菜和爆炒里面换，选了一个豆腐烧脊髓，以及爆炒牛肝。豆腐烧脊髓和烧脑花本来就是我比较喜欢的菜，这家做得非常入味，完全没有腥味，放心点。爆炒牛肝很嫩，嫩得打滑！！"
1340,"大V推荐，好评如潮，又位于卧虎藏龙的华阳，想来味道应该不错，吃完后只希望时光倒流。如果上天给我一次重新选择的机会，我宁愿自己在家煮面。服务太糟糕。选择靠窗的位置，落座后一位穿橘色衣服的女服务员过来点餐，准确的说，她站在窗外，和我们隔着窗框。她可能是褒姒转世，全程没有笑脸，但我不是周幽王，不可能千金买一笑，烽火戏诸侯，你这么拽，去说唱节目和别人battle啰！橘衣服听到我们是团购套餐，脸色更加难看，华阳果然人才济济，小饭馆里也隐藏着川剧变脸大师，我真是大开眼界。大师不仅身怀绝技，而且身手敏捷，以迅雷不及掩耳之势从我面前抽走菜单，验券、翻白眼、拍屁股走人，整套动作行云流水，一气呵成，当年李安要是遇见你，玉娇龙哪有章子怡什么事哦。好事成双，服务给两星不能再多了。跷脚牛肉汤太咸，牛杂多而牛肉少，明明是招牌菜，结果自砸招牌。虽然「粉蒸牛肉」和「豆腐烧脑花」令人食指大动，但不足以弥补主菜的滑铁卢，我不可能就为了吃这两个菜专程跑一趟吧。总体而言，这是一顿踩雷的午餐，吃了一肚子气，干脆改名叫乐山王气人跷脚牛肉算了。"
1341,"成都探店』乐山王屠夫跷脚牛肉跷脚牛肉源于清代苏稽，距今已有上百年历史，跷脚牛肉经过三代演变，汤味越来越醇厚讲究，鲜而不腻，快而不生，熟中带脆，嫩中带汁。乐山王屠夫跷脚牛肉环境一般，但胜在味道超好，生意也经常爆满，大冷天都坐外面让。他家汤底清淡，配干碟味道好极了，必点牛舌，嚼劲十足，越咬越香；鲜牛肉，牛肉味十足，而且很嫩；毛肚烫出来也很脆；必点的还有豆腐烧脑花，脑花软糯鲜香，好吃到爆；火爆牛肝也好吃，牛肝滑嫩，没有腥味儿；粉蒸肉也好吃的，点！这家店是本地人常来的店，每次旅行总是总想找当地人常去的馆子，两次成都发现了两家馆子，一一推荐给你们，喜欢记得关注喔❤"
1342,"华阳河畔。屠夫牛肉。大骨熬汤，莲白其中，翡翠白玉；其汤鲜美，其肉滑嫩，香味四溢；芹菜芫须，干碟辣椒，清油蘸料，应有尽有。推荐尝一尝火爆牛肝，入口爽滑脆弹，油而不腻，趁热吃更佳，老板上菜快，还会提醒趁热吃。服务热情，手脚麻利，周边停车方便。要吃牛肉，此地要去一次。"
1343,"首先是一家绝对会回购的店，我不是乐山人但吃过很多乐山跷脚牛肉这一家我敢说在我吃过的里面口味排到前三的位置的话我也不知道反正周围有许多4.5分以上的老店，华阳的老店挺多的很值得试试。我们大概12.10分到的结果里面全部坐满了外面也只有两桌空位置了，还有陆陆续续的人来。老板亲自下单，我们三个人点了一份中锅羊杂一份豌豆尖一份猪肝一份粉蒸牛肉最后吃到饱而且才花了150RMB。「火爆牛肝」这个必点好么疯狂打call，首先没有猪肝得腥味处理的很好，里面放了白糖提味。而且吃到嘴里有种入口即化的感觉非常嫩。而且分量也不错「粉蒸牛肉」这个我觉得一般但是比起普通店里面的做的要好点「混烫中锅」这个真的多，里面的肉多的让你不敢想象。刚端上来我们感叹一句，老板不赚钱的么，用筷子搅了一下下面还有肉。真的很棒「豌豆尖」我们加了一份这个，八元但是老板足足给我们加了将近一斤的样子一直在吃我一个人都吃了六碗整的豌豆尖，老板实在。老板也很热情会给你说你们几个人吃多少，我们最开始点菜有点多老板说你们先吃着不够再点，加菜快。要去吃的话提前打电话预定或者早点去！"
1344,"我最爱的跷脚牛肉！牛肉新鲜，未做任何处理，食材好！干碟，海椒香，这是跷脚牛肉的魂！豆腐，口味佳，搭配牛脊髓，相得益彰！粉蒸牛肉，分量足，不像市场上全部是粉子或者土豆打底！墙裂推荐的餐厅！老板是乐山人，非常实在！"
1345,"这家乐山翘脚牛肉真的太可了！性价比超高，味道也很正宗！「火爆牛肝」这牛肝真的很嫩！老板说要先吃，不然冷了就不好吃了。「粉蒸牛肉」味道也很棒！蒸的很耙，入口即化的那种。「特色手工血旺」拌饭真的很好吃。重头戏「小锅混烫」分量真的很足，而且和我在乐山吃饭的味道一模一样！总的来说，性价比很高，而且服务态度一级棒！还会再来的！"
1346,"感谢大众点评！中了王屠夫跷脚牛肉的霸王餐！这个霸王餐份量是非常足够的！两个人来吃完全吃不完。店铺位置不难找，沿着河边开过来就行了，停车也很方便，路边都是停车位。店铺面积虽然不大，但还是挺干净挺紧凑的。一看就是老店的样子！店员们态度也很好，很热情，阿姨们非常热情！菜品一共有4个，上菜速度非常的快！个个都是特色，牛肝很巴适，很入味，也很嫩。血旺也很不错，嫩得不得了，牛杂汤很美味，粉蒸肉也特别香！值得再来！真的很不错！"
1347,"中了霸王餐带朋友来吃饭，星期一中午来的，生意好得很，中午都坐满了，老板很热情，菜上的很快，不得不说这个霸王餐质量真的很不错，都是硬菜！不用补一分钱，不搞那些虚头巴脑的。吃饭最后还有好多牛杂没吃完，给老板点赞哈！就算给钱吃价格也适中不贵，味道巴适，下次还要来吃！！！"
1348,"特别火的一家翘脚牛肉，经常排队。店铺有些旧了，地板也有点油腻腻的，环境方面感觉需要改进一下。菜品非常满意，粉蒸牛肉和火爆牛肝真的是每次必点菜品，粉蒸牛肉软乎入味，火爆牛肝又脆又嫩，里面的酸萝卜也超好吃！"
1349,"味道很赞哦，特别是血旺，妈呀，真的嫩到爆炸好吗！而且一点腥味没有哦，强推，一个人吃了差不多两份血"
1350,"生意火爆。牛肝、血旺、蒸牛肉都是米饭杀手。牛肝里面的酸萝卜贴别好吃。汤盐味大，肠子不耙活。加的蔬菜品质不是太好。好吃是好吃，味精也凶。"
1351,"中午去吃的霸王餐，因为我没仔细看使用详情，本来店员说节假日不能用霸王餐券，老板说既然来了，也不可能不给你们吃呀，在此万分感谢老板"
1352,"因为要逛双流的奥特莱斯，女儿在大众点评上找了一家人气旺，点评五星的这家翘脚牛肉，要了一个143元的套餐，有翘脚牛肉小锅，爆炒牛肝、血旺和一个脑花豆腐，总的感觉味道一般，炒菜油重，牛肉汤不是很鲜，但牛肉份量还是足，我们家人更喜欢乐山的古市香。环境没进去，就在外面的街沿吃的，过节人多，环境外面看上去还可以，上菜还多快的。"
1353,"抽中了霸王餐，三个小伙伴去吃的，还没有吃完，上菜速度特别快，服务也很热情，特色手工血旺特别嫩，也没有其他怪味，一致好评，跷脚牛肉汤也特别鲜美，有牛肉还有牛杂处理的很干净，粉蒸肉也是用料十足，干碟对我这种吃辣不吃咸的人特别友好，强烈推荐去体验"
1354,"在华阳这边，环境比较好，临河对面有森林公园，装修古朴有文化底蕴。吃过乐山本地跷脚牛肉，总体这家在成都比较正宗，有浓浓的乐山味，粉蒸牛做得比较好，入口味浓，血旺也比较嫩，汤菜里的莲白也好吃，只是油稍多。另建议上菜服务员最好戴口罩"
1355,"今天打卡了这家“乐山王屠夫跷脚牛肉”。中午去的，人还蛮多。味道一般，推荐特色手工血旺（细嫩，入味）和火爆牛肝（牛肝，酸萝卜的完美结合）。翘脚牛肉的话，我觉得味道一般，有点太油了。总体味道偏大，下饭还行。人均50左右。"
1356,"一定是因为华阳这边的人不喜欢吃清淡的，排名才那么高，个人觉得极度一般。生意很好，我们去的时候在装修都还是满座。份量还是很足。爆炒的脆肠很咸"
1357,"木板凳木桌子，架起一口小锅翘脚牛肉汤锅。汤很香浓，牛肉多多，毛肚多多，莲白都变得好吃了。「火爆牛肝」这个强推喔⊙ω⊙，料特别足，牛肝配上酸萝卜片葱丝儿一起放入口中，食欲一下就被激发，非常下饭喔。「粉蒸牛肉」挺正宗的味道，肉肉很多，很好吃价格很划算哦(´-ω-`)旁边停车也很方便。"
1358,"头一天去隔壁吃青菜丸子发现隔壁这家生意很好，特地叫朋友第二天来吃。味道和性价比很高，家附近又多了一家餐厅可以选择，血旺和粉蒸牛肉以及爆炒牛肝都挺不错"
1359,"最大的优点就是分量足，肉也好吃，但是环境嘛，比苍蝇馆子好，但是量是真够"
1360,"炒菜太好吃了，尤其是牛肝，脊髓豆腐和脆肠。很下饭等正菜跷脚牛肉上来之后，反而有点逊色不过总体好吃的！推荐！"
1361,"第一次到这家店，看这火爆的生意就知道今天没白来，丹姐平时不爱吃牛肉，但是这牛肉汤锅端上来的那一刻，就有了想吃的食欲。牛肉特别鲜嫩，牛肉汤特别鲜美，不用去乐山都能吃到的正宗翘脚牛肉火爆牛肝：这道菜是翘脚牛肉炒菜里的代表，非常考技术，稍不注意就会炒老，厨师想必也是很又经验，把时间拿捏得稳稳的，这道菜麻辣鲜香，让减肥的丹姐闻到这菜的味道一下都可以吃下两碗饭！牛肉配干辣椒蘸碟，简直忍不住大吼一声真香！"
1362,"今天又来打卡了，味道还是一样，今天吃的小锅混烫，血旺，混拌。血旺好吃，牛肉有点老了。最近那边外墙都是弄，搭的架子，不敢坐外面了！"
1363,"「火爆牛肝」每次来都要点，上菜的时候老板都会热心的提醒趁热吃才好吃，牛肝真是鲜嫩无比，一点腥味都没得，趁热夹上一筷子，阔到嘴巴头，汤汁嵌在缝缝头，香味都浸进去，整个口感就是又滑又嫩，美味。「粉蒸牛肉」鲜嫩醇香、麻辣适口。「跷脚牛肉中锅」色香味美，入口顺滑，鲜美无比。喜欢蘸油碟吃，特别棒。"
1364,"有导航去的话，位置还是很好找的，工作日中午去的，人特别多。老板很热情，听口音应该就是乐山的人汤锅里面什么都有，肉也很多，跟之前去乐山苏稽吃的差不多，很正宗超级推荐「粉蒸牛肉」一端上来就能闻到花椒的味道，而且嫩滑入味。「火爆牛肝」味道一点也不腥。「猪血」拌好了的也特别好吃，很嫩"
1365,"今天二舅请吃饭，又是这家！这个是第三次来这家了，主要是老字号，味道非常不错！还是点了那几样菜，这里的猪肝确实一点也没有猩味，也不知道为什么！主要可能是整个菜放了特殊的材料，反正这里不留位置，一定得早点来要不就得等了，话不多说，上菜了！"
1366,"非常高兴中了商家的霸王餐，约了两个小姐妹一起去体验，是周五下班去的，正好下大雨，不好打车，坐的公交🚌。到店最初的体验是老板太热情了，由于去得比较晚了，老板说粉蒸牛肉和毛血旺都没有了，就换成了「牛肚」豆腐烧脑花，干碟有点辣，味道很不错，汤也很暖，非常赞"
1367,"用点评搜了附近的美食，发现这家的评分很高，果然没有失望。跷脚牛肉份量很足，汤也很好喝，爆炒牛肝是第一次尝试，真的很嫩很嫩，里面的酸萝卜开胃解腻，可惜有点儿少，如果葱少些酸萝卜多些就更好了。在成都生活真是幸福，馆子好吃还便宜。"
1368,"吃了很多家翘脚牛肉，说实话他们家的牛肉最多，好评。但是我最想说的居然是他们家的血旺和火爆牛肝。真的超级好吃，就这样说吧，这两个菜我可以吃三碗饭！店子本身还挺大的，服务态度也超级好，还主动来我们介绍了他们的菜和询问了我们吃后的感受啥的。"
1369,"项目组团建就近选择了这家跷脚牛肉，这家店收获了小伙伴们的一致好评！味道清淡爽口，养胃！我太喜欢吃跷脚牛肉里面的白菜了，感觉自己喝汤吃白菜都能吃一斤！另外推荐粉蒸牛肉也很不错！众口难调的项目组被跷脚牛肉征服了！"
1370,"男朋友说他家好吃带我来吃，中午11点多到的人还不多，但吃完了以后就座无虚席了"
1371,"这家店我们去的时候已经比较晚了，铺面临街墙体应该是政府正在美化，全是搭的脚手架，天黑了过去不仔细找都没看出来在哪儿，门口可以停车，但是不知道是不是都是临时停车位。周围几家铺子都很像，但是那么晚了他们家还闹哄哄的，可见生意确实很好。由于来之前先看了下评论，发现大部分都说分量足，所以这次还叫了同学一起来吃，结果她说她之前就被人带来吃过了，看来真的是很出名的一家店。我去的时候老板儿说很多菜已经卖完了，所以粉蒸牛肉换成了豆腐牛脊髓。跷脚牛肉里面有牛肉片跟牛杂，肉质不柴，也不是裹了嫩肉精那种很滑的，就是正常肉质，味道不错，他们家干海椒碟子也还可以。上来先喝了一碗汤，舒服。他们家老板儿喜欢随时观察食客吃的咋样，火爆牛肝味道很像肝腰合炒，牛肝肉质比猪肝嫩一些，老板儿说一定要趁热吃。豆腐牛脊髓完全就是下饭神器，牛脊髓滑滑的，吃着像脑花儿，也没啥异味。我们三个人最终也没吃完，确实性价比还是不错的。"
1372,"每年都会专门跑几次，这个味道就是不吃会想的。「小锅混烫」基本每次必点，也安利了很多朋友，从涨价前吃到现在72一锅，味道是一直这个味道，没变。秋天吃上一锅暖呼呼的。「火爆牛肝」这个也好吃，经常点「牛脊髓」牛脊髓烧豆腐的味道也一直的这个味道。反正以后还会常来。"
1373,"感谢大众点评和商家的霸王餐活动～听说安公路开了一家资格的跷脚牛肉儿～果断参加活动，店里面是很市井的感觉，非常接地气。老板服务超级好，还给我们介绍菜品的特点，超可爱，哈哈哈哈哈哈哈哈。「牛肉汤锅」翘脚牛肉非常之巴适，不仅份量大，铺底的蔬菜新鲜，上面的牛肉嫩而不膻，滑而不腻，或许这就是乐山翘脚牛肉的精髓所在吧。「粉蒸牛肉」软软糯糯非常适合牙口不好使的朋友总体来说性价比很高，朋友们快点来打卡吧～"
1374,"有木有觉得超好吃的一家店事实上也是翘好吃😋特别喜欢他们家的粉蒸牛肉和爆炒牛肝味道太棒了。他们家老板的非常的佛系，中午11点开门下午8点关门。不知道是因为卖完了还是不想这个钱，反正开门的时候都人口爆满。只有生意好的商家才敢这么做吧。味道是正宗的乐山味儿。味道特别巴适，汤锅味道清淡老少皆宜！推荐指数5颗星。"
1375,"用4个字来形容的话就是物超所值。几道菜里面我都比不出最好吃的是哪一道，每一样菜都特别特别好吃，特别特别下饭。三个人吃撑了，最后都没有吃完，把牛肉打包回去，晚上还自己加了点白菜煮进去当宵夜吃，最后把汤都喝干净了。从那么大一钵钵饭被我们吃得精光，就能看出来它有多好吃。"
1376,"河边整改，不过不妨碍店正常营业，大中午基本坐满，生意很好。「火爆牛肝」牛肝炒得相当嫩气，处理得也好，没有腥味。「火爆脆肠」脆肠小块，脆嫩爽口，我很喜欢这家炒菜里面加的泡萝卜，非常提味。「特色手工血旺」血旺很嫩，嫩到用筷子挑不起来最好用勺子的地步。「翘脚牛肉大锅」牛肉片切得很大，肉还是多嫩，把人吃得很满足。"
1377,"味道很不错，分量也足，血旺很嫩；粉蒸肉用的肉都是带筋的，很有嚼头；炒肝也很嫩，酸辣口味的，很下饭；小锅翘脚牛肉分量真是很足，感觉光一份小锅两个人吃绰绰有余。门口路边有车位，就是非周末开了好久好久"
1378,"天气开始降温了，和同事去吃了跷脚牛肉，上周去的，店铺过道在装修，就做的里面，不过门口就是河边，等修好了坐在外面应该不错，上菜还是快，跷脚牛肉味道也不错，就是汤有点微咸，不过粉蒸更好吃，去了建议点一个试试"
1379,"点过好几次这家的外卖，也去店里面吃过，总体来说还是不错的，但是份量稍微少了点，然后味道的话感觉还可以"
1380,"服务:老板很热情，妹妹先到了我后到一直温馨提示菜凉了味道会大大降低，一直等着人到齐了才上菜味道:分量很足啊，炒肝很嫩而且里面的酸萝卜好吃，强烈推荐，血旺也很嫩好吃的!环境:生意很好啊，可以选择室内室外，门口在装修不影响吃饭，挺凉快的～这是一次不错的体验，以后会带朋友再去的!"
1381,"中了霸王餐和朋友两个人去吃的，只能说我们两个太吃得了，差不多吃完了！味道真的不错，不愧是必吃榜！当之无愧～真的好好吃哦！每个菜味道都很棒色香味俱全哈！一定要去吃的一家店「火爆牛肝」推荐第一名还是担得起的，味道不错很适合下饭，可以吃几碗饭，里面的小料也很好吃葱丝泡菜！不摆了。推荐！「小锅混烫」里面有牛杂牛肉很好吃😋蘸到干海椒味道很巴适。正宗资格的！「特色手工血旺」超级推荐！！味道之香！太下饭了！！必点！"
1382,"入秋了，最近湿冷的天气特别想吃汤锅，这家翘脚牛肉份量是真的实在"
